,mean of normalized counts for all samples,log2 fold change (MAP): group cag_female vs wt_female,standard error: group cag_female vs wt_female,Wald statistic: group cag_female vs wt_female,Wald test p-value: group cag_female vs wt_female,BH adjusted p-values,symbol,ENTREZID,CHR,raClass,log2 fold change: Testis vs Ovary,BH adjusted p-Value: Testis vs Ovary
ENSMUSG00000042303,2013.58934606895,2.70071602453095,0.238544040326201,11.32166630882,1.02504771700398e-29,7.63121050369542e-28,Sgsm3,105835,chr15,0,2.58253113040977,2.23527600509072e-26
ENSMUSG00000044083,587.453022581358,2.69328371669913,0.545949014773254,4.93321472119099,0.000000808871494449398,0.00000730210596824044,Efcab8,100504221,chr2,0,8.31168954162081,3.23242520168306e-56
ENSMUSG00000037463,305.870079595052,2.6928980372462,0.341728425902864,7.880228371788,3.26783267748514e-15,0.0000000000000877314224873589,Fbxo27,233040,chr7,0,1.68766995683201,0.00000292922318244313
ENSMUSG00000043456,268.743340650178,2.69052859734683,0.375813942911968,7.15920377115191,0.000000000000811469906559509,0.000000000017163726098369,Zfp536,243937,chr7,0,2.97621219427861,0.0000000000000122124345492326
ENSMUSG00000043183,1833.18249856899,2.68659455686785,0.287134709623186,9.35656493913096,8.23711496131541e-21,3.5644815641394e-19,Simc1,319719,chr13,0,2.03911979769802,0.00000000000504853281416426
ENSMUSG00000026308,133.797260851034,2.68636962452804,0.522160053800247,5.14472450540178,0.000000267913682761191,0.00000267111121949395,Klhl30,70788,chr1,0,-2.04429948651674,0.00209901572233489
ENSMUSG00000000197,167.667561986369,2.68500677699139,0.475676537590431,5.64460629189839,0.0000000165559672021279,0.000000203859983524787,Nalcn,338370,chr14,0,0.826467543359139,0.124171012506913
ENSMUSG00000091393,13.5217421682815,2.68434944923276,1.00503852481191,2.67089209315149,0.0075649961623069,0.0256073875479105,NA,NA,chr1,0,-3.98844288640535,0.059527601875336
ENSMUSG00000087259,194.926194233644,2.6816998762734,0.645577488642073,4.15395506109447,0.000032677737881592,0.000214185764746287,2610035D17Rik,72386,chr11,0,0.913262077263743,0.207640064344814
ENSMUSG00000021379,401.845106877432,2.68130426716162,0.284588642569806,9.42168402417511,4.43910354345876e-21,1.96222248819451e-19,Id4,15904,chr13,0,3.85153360648835,4.51419202847249e-41
ENSMUSG00000020798,22.6304369341211,2.68073890203052,0.91298653940109,2.93623047694554,0.00332227382983303,0.0127052553762726,Spns3,77577,chr11,0,4.41896027926157,0.00000198596611578081
ENSMUSG00000021790,468.26283535358,2.67838236064171,0.617365694025749,4.33840491391153,0.000014352055396111,0.00010265983493198,Dydc1,69496,chr14,0,9.0938963730494,2.32524506341456e-56
ENSMUSG00000003411,164.157949320971,2.67491211142393,0.635954493319539,4.20613760815101,0.000025977209639172,0.000173836844634459,Rab3b,69908,chr4,0,2.00481609049824,0.00308643527315766
ENSMUSG00000024818,888.191179239364,2.67244640682524,0.291578512617093,9.16544358100473,4.93436141222071e-20,2.01942979170668e-18,Slc25a45,107375,chr19,0,0.712690693794491,0.0252041454070129
ENSMUSG00000034201,3701.55293798041,2.66868694654556,0.29108908618355,9.16793886550175,4.82149320774845e-20,1.98039989614815e-18,Gas2l1,78926,chr11,0,2.0930969144423,0.00000000000245869776119508
ENSMUSG00000019945,1311.88473989754,2.66604195793718,0.285098496176676,9.35130137019391,8.65758449257431e-21,3.73216099497032e-19,1700040L02Rik,73287,chr10,0,6.38585157240007,5.03137897697191e-114
ENSMUSG00000090562,383.011744435677,2.66566756042383,0.997500574712354,2.67234689182261,0.00753227386789314,0.0255309902917714,NA,NA,chr17,0,10.4081850421473,2.26242443522138e-29
ENSMUSG00000082676,188.583975765216,2.66506874976491,0.31207923816545,8.53971819923507,1.34549560604472e-17,4.49796994918818e-16,NA,NA,chr4,0,0.613943817125453,0.0924818366616235
ENSMUSG00000027298,3496.7138066062,2.66398004031002,0.250031720953511,10.6545682689811,1.66013154848092e-26,1.07656438983439e-24,Tyro3,22174,chr2,0,0.70775053623115,0.00818549421733396
ENSMUSG00000060268,1089.39995571236,2.66172617880832,0.397383946183579,6.69812206650816,0.000000000021111489127108,0.000000000383463259971676,Gm1661,381544,chr4,0,8.63080249393428,8.2361719580233e-117
ENSMUSG00000028082,2976.93547382862,2.65872820195817,0.236084592481366,11.2617607697886,2.02668306132449e-29,1.48921724168493e-27,Sh3d19,27059,chr3,0,-0.891195639646272,0.000436633574900836
ENSMUSG00000060843,1212.87908850723,2.65615602408614,0.308172216943121,8.61906388068848,6.75036904366183e-18,2.32179866559505e-16,Ctnna3,216033,chr10,0,5.7563554135484,2.64052869075917e-78
ENSMUSG00000085213,52.4922880167979,2.65526576544834,0.474473187604037,5.59623986100611,0.0000000219050593697794,0.000000264543918706962,NA,NA,chr4,0,0.947700714793207,0.0917038188962257
ENSMUSG00000020169,35.9637397793528,2.64919265503774,0.589908703969182,4.49085195253558,0.00000709388486657255,0.0000534806136909627,Best3,382427,chr10,0,2.41709168924893,0.000130493404566844
ENSMUSG00000051243,203.463735264469,2.64849180425398,0.32888650118107,8.05290516559034,8.08515506312927e-16,0.0000000000000231039431046391,Islr2,320563,chr9,0,3.74404716511218,1.82390792676623e-29
ENSMUSG00000044707,325.140604911878,2.64720686469376,0.307680800239002,8.60374408360045,7.71569155461482e-18,2.62984233831389e-16,Ccnjl,380694,chr11,0,-0.18501210292985,0.632346764689543
ENSMUSG00000039851,101.888826005134,2.64576738184649,0.776104348551404,3.40903563648987,0.000651929628436097,0.00309512719755942,4932438H23Rik,74387,chr16,0,7.33864922266823,2.35066640250098e-23
ENSMUSG00000015702,319.373591394039,2.64294117476738,0.396306301049853,6.6689355374012,0.0000000000257665388284297,0.000000000464290053156863,Anxa9,71790,chr3,0,0.783109306336957,0.0759871191008543
ENSMUSG00000001156,1948.89377550976,2.64208739807317,0.265299495283401,9.95888588197584,2.30632692772739e-23,1.19717410615427e-21,Mxd1,17119,chr6,0,2.94938678608122,8.00654960652385e-28
ENSMUSG00000092079,25.5318015003361,2.63891032028912,0.909844529062579,2.90039697552286,0.00372690330087447,0.0140111753331214,NA,NA,chr7,0,4.40454682729946,0.0000020570018043558
ENSMUSG00000051504,67.4445279733243,2.63854440302202,0.704294141231775,3.74636710509523,0.000179413981083981,0.000987475004837706,Siglech,233274,chr7,0,-1.95527912282142,0.0314714762665045
ENSMUSG00000078956,11.5355868250608,2.63760107228499,1.07538651886232,2.45270051839163,0.014178832980104,0.0434758634339133,NA,NA,chr2,0,2.51317708818535,0.0330054947649588
ENSMUSG00000020627,235.928984551465,2.63388720537206,0.322752834192803,8.16069427231939,3.3310432786175e-16,9.86756171226065e-15,Klhl29,208439,chr12,0,-0.264820973333416,0.516216088689431
ENSMUSG00000042599,3932.34338078717,2.63287571869346,0.287571837111587,9.15554090810298,5.40861629168243e-20,2.20952714645048e-18,Kdm7a,338523,chr6,0,0.419091861771258,0.189599132991332
ENSMUSG00000038357,31.3161291328371,2.63220498298336,1.06815939412514,2.46424363017396,0.0137302748261384,0.0423529480530413,Camp,12796,chr9,0,-3.43046378260709,0.0322075822322745
ENSMUSG00000076117,170.307778961337,2.6311890056582,0.343885715907648,7.6513471887411,0.000000000000019888455941047,0.000000000000501801042204879,Mir680-2,751551,chrX,0,-0.0722763263744689,0.875214810248628
ENSMUSG00000034480,1999.54741104619,2.6309259184777,0.219463306036514,11.9879991147129,4.10706221823033e-33,3.79391967848934e-31,Diap2,54004,chrX,0,-0.216212290809138,0.39675095198155
ENSMUSG00000037801,2822.41723728028,2.62942639887007,0.36010841733825,7.30176322537957,0.000000000000284020766632188,0.00000000000630810401415081,Iqch,78250,chr9,0,7.78328875804637,1.79648925993976e-105
ENSMUSG00000034813,2735.22985286239,2.62906243041746,0.368848810673981,7.12775086793282,0.00000000000102022217100264,0.0000000000214987599386701,Grip1,74053,chr10,0,6.53730042983368,6.43225142452904e-70
ENSMUSG00000035352,56.4766809110592,2.62459596199761,0.72509717229101,3.61964721735842,0.00029500493644489,0.00153168825696117,Ccl12,20293,chr11,0,-2.21319000773715,0.0233222609883925
ENSMUSG00000086291,25.7494854500189,2.62291698209564,0.880025953929073,2.98049957547847,0.00287778636956785,0.0112603840103837,NA,NA,chr5,0,0.10729720169468,0.927582213064677
ENSMUSG00000044628,69.3237049528339,2.61806779048546,0.417405491445144,6.27224088840126,0.000000000355888402122425,0.00000000552432532018843,Rnf208,68846,chr2,0,1.20972798047211,0.0110152714470991
ENSMUSG00000015966,164.411567509398,2.61648381986299,0.44005714719878,5.94578189791583,0.00000000275140295650525,0.0000000380389442343474,Il17rb,50905,chr14,0,0.980600017909209,0.0455956070012465
ENSMUSG00000039533,3069.08376053108,2.61452767244258,0.20475152117137,12.7692710534458,2.43423432758455e-37,2.88726884347799e-35,Mmd2,75104,chr5,0,0.735042821343659,0.000715171042606102
ENSMUSG00000037315,2601.32168049317,2.61419778396735,0.255044003501812,10.2499872495484,1.18359150271784e-24,6.85090610984915e-23,Jade3,382207,chrX,0,0.327139792304104,0.254455101246379
ENSMUSG00000041361,231.284259924229,2.61203715421291,0.410424670127295,6.3642303797254,0.000000000196271360986715,0.00000000314813142583369,Myzap,102371,chr9,0,0.396660923809583,0.413258000896818
ENSMUSG00000004552,61.8004527737639,2.60787726307119,0.985578314137348,2.64603758591604,0.00814407669135083,0.0273021394872837,Ctse,13034,chr1,0,-2.10370315711833,0.0797183229829743
ENSMUSG00000008845,133.691358431282,2.60678723481025,0.393056067808984,6.63210022260003,0.0000000000330943736601732,0.000000000586984219966332,Cd163,93671,chr6,0,0.53946185861989,0.247408052535933
ENSMUSG00000010797,71.1411979334237,2.6059798207609,0.476247609303649,5.47190110743289,0.0000000445233277618314,0.000000506357765781793,Wnt2,22413,chr6,0,2.40494174758807,0.00000174359478485925
ENSMUSG00000084965,206.4149038465,2.60375906772611,0.888334998129965,2.9310553712364,0.00337812563110585,0.0128796730598362,NA,NA,chr6,0,9.04512783170358,7.12087962936315e-28
ENSMUSG00000028525,686.555007398231,2.59986525299144,0.284343461808982,9.14339734225363,6.05205418454889e-20,2.45026995178373e-18,Pde4b,18578,chr4,0,1.98767889127589,0.0000000000141510484575757
ENSMUSG00000075415,2680.92398916698,2.59657733386709,0.264115049332817,9.83123582100422,8.2598866574952e-23,4.13579103611574e-21,Fnbp1,14269,chr2,0,-0.73323523947354,0.0104932530522667
ENSMUSG00000020681,6598.92668261596,2.5964804070586,0.203499871673248,12.7591255252861,2.77296506354212e-37,3.20192578153496e-35,Ace,11421,chr11,0,5.60523092659435,1.11923926011795e-166
ENSMUSG00000030972,15.5873588537665,2.59361361027377,0.963435099823012,2.69204807957509,0.0071014706793852,0.0242596957608824,Acsm5,272428,chr7,0,3.0698597541907,0.00271804365698267
ENSMUSG00000004698,193.702030313725,2.59202852340023,0.306841495292622,8.44745108847914,2.97731532802617e-17,9.73737001501275e-16,Hdac9,79221,chr12,0,2.53163089641795,1.74552769474761e-15
ENSMUSG00000039552,12.8772415204593,2.59191385459899,0.987208047351259,2.62549911495683,0.00865220338493144,0.0287289710985576,Rsph4a,212892,chr10,0,0.989540427340589,0.409013399879156
ENSMUSG00000022856,431.380507025655,2.59094957933982,0.222675474077628,11.6355408698336,2.71861334974017e-31,2.27039325945829e-29,Tmem41a,66664,chr16,0,0.193689369201218,0.482605324221831
ENSMUSG00000033882,685.674094033741,2.59077349106395,0.932758172077633,2.77754038358435,0.00547720333785761,0.0194967074461141,Rbm46,633285,chr3,0,4.33428612426147,0.00000763255320446983
ENSMUSG00000089753,17.8208201072725,2.58944964058121,0.875445339050098,2.95786558574964,0.00309777170866062,0.0119762161445861,NA,NA,chr11,0,-1.08166867287267,0.378737746046051
ENSMUSG00000045573,2581.32375828612,2.58872025733512,0.399976727395629,6.47217720438654,0.0000000000966007342852314,0.00000000161467342565979,Penk,18619,chr4,0,3.09767852369442,0.000000000000037745019112599
ENSMUSG00000033597,1536.53908597006,2.58814421422297,0.318962561042657,8.11425706441091,4.8876576641465e-16,0.0000000000000142364824008962,Caskin1,268932,chr17,0,0.0493691553001063,0.900813064697665
ENSMUSG00000030739,271.055404994078,2.58604869874945,0.259497497693414,9.96560167915286,2.15564632616084e-23,1.12671103126264e-21,Myh14,71960,chr7,0,0.871920908200139,0.00267329252950378
ENSMUSG00000070568,4451.34778279189,2.58571050734084,0.425282928480601,6.07997719677756,0.00000000120199640485363,0.0000000173713809927505,1700039E15Rik,76713,chr7,0,9.52290676144338,2.55254755067407e-115
ENSMUSG00000001247,1320.94811528985,2.58418010424528,0.210607620630999,12.2701168006307,1.31064143685687e-34,1.36066224765801e-32,Lsr,54135,chr7,0,-0.906677444823728,0.000104263953784486
ENSMUSG00000030089,1230.76170910682,2.58381715093246,0.293595713398727,8.80059562526182,1.36091896012577e-18,4.8889393500899e-17,Slc41a3,71699,chr6,0,2.98833353179462,1.60858859022729e-23
ENSMUSG00000030162,36.3229402872162,2.58147775180674,0.818884764443944,3.15243104267506,0.00161917060256386,0.00685595305467262,Olr1,108078,chr6,1,0.00033645647409033,0.999772596343604
ENSMUSG00000035615,223.350688573624,2.58093720339296,0.380840505498018,6.77695036671037,0.000000000012273902875134,0.000000000229383129537599,Frmpd1,666060,chr4,0,3.88054566217136,7.05282394151513e-24
ENSMUSG00000025064,106.247117512276,2.57834266524339,0.431242096589687,5.97887517390632,0.00000000224683638503869,0.0000000312925545022743,Col17a1,12821,chr19,0,2.51693955069594,0.000000023262811058806
ENSMUSG00000074052,218.75903379199,2.57497569221071,0.721723469948995,3.56781482025614,0.000359970752171114,0.00182828951147591,NA,NA,chr8,0,7.80182130732749,2.48766559250218e-29
ENSMUSG00000043020,1523.39806748704,2.57414209477035,0.950374464217114,2.70855561853804,0.00675767844483757,0.0232466603683788,Wdr63,242253,chr3,0,9.90636676033717,1.3719867402287e-25
ENSMUSG00000019767,249.498036853393,2.5725137586259,0.393633637645859,6.53529961009154,0.0000000000634823280361823,0.00000000108514505144628,Ccdc170,100504234,chr10,0,0.891081503975038,0.0411577131999959
ENSMUSG00000085876,35.3834151682479,2.57044967183463,0.75677572663062,3.39658049456607,0.000682334853900979,0.00321989207954273,Gm12409,100040567,chr4,0,0.680005578652348,0.456455772420742
ENSMUSG00000058624,594.128012482651,2.57024461174839,0.238388339402929,10.7817547543888,4.19799994196205e-27,2.79438631430838e-25,Gda,14544,chr19,0,-0.433312137418318,0.12347349292759
ENSMUSG00000031861,889.000479431122,2.56714432391399,0.291459241076731,8.80790162778936,1.27510258635954e-18,4.60257124951981e-17,Lpar2,53978,chr8,0,1.3382323960415,0.000012415516803342
ENSMUSG00000070371,678.315066484948,2.56002146983232,0.213537347970394,11.9886356844108,4.07562536971831e-33,3.78030956424036e-31,Prss36,77613,chr7,0,-1.98679743464179,0.000000000000100204325258254
ENSMUSG00000091718,42.4209907605614,2.55866658254565,0.873491281102783,2.92924112455403,0.00339790720553186,0.0129270302076575,Gm16506,673132,chr14,0,5.01547987820501,0.0000000120719642976417
ENSMUSG00000031342,3182.27152871083,2.55863917852819,0.232306193161084,11.0140807858445,3.26855814722942e-28,2.24845009082359e-26,Gpm6b,14758,chrX,0,0.0182760326468452,0.949917064807868
ENSMUSG00000070644,2767.05924468188,2.55833197726644,0.343296159920817,7.45225923254292,0.0000000000000917552066610262,0.00000000000213862393115587,Etnk2,214253,chr1,0,0.397219150720938,0.304550063651275
ENSMUSG00000005886,5717.56795223483,2.55778626261487,0.263514742528015,9.70642567499972,2.830905877637e-22,1.36027732107602e-20,Ncoa2,17978,chr1,0,1.58036388391215,0.00000000612483083019617
ENSMUSG00000033033,366.40690919545,2.55619931263904,0.252350386146963,10.1295637057214,4.08467898639787e-24,2.24925680827632e-22,Calhm2,72691,chr19,0,-0.51558536343939,0.0924475699664873
ENSMUSG00000079534,268.821333156676,2.55599360739662,0.642618453486422,3.97746686782723,0.0000696533243399712,0.000424675117581419,Gm5640,434797,chrX,0,8.31196078331173,8.21406725924951e-44
ENSMUSG00000020773,928.447793445407,2.55545368415701,0.316153314931203,8.08295710805086,6.32148618061322e-16,0.0000000000000182484534744437,Trim47,217333,chr11,0,-0.187891582120225,0.619776621304969
ENSMUSG00000091160,9.84397861136559,2.55382573424267,1.06677507511129,2.39396831986935,0.0166671883235128,0.0497247305744452,NA,NA,chr17,0,-1.87780993164331,0.260001944465199
ENSMUSG00000085974,129.628310448662,2.55247794009979,0.824303675509853,3.09652621471209,0.00195802548227548,0.00807030280729534,NA,NA,chr14,0,7.97570780150584,6.17428767378877e-25
ENSMUSG00000027544,258.044019529939,2.54814491226596,0.333005818175409,7.65195312871001,0.0000000000000197949395722918,0.000000000000499998964732264,Nfatc2,18019,chr2,0,0.882279386711068,0.0168812087270242
ENSMUSG00000047021,3901.15768326636,2.5449574922866,0.767914095531527,3.31411743461364,0.000919328873228959,0.00418631926856582,Ccdc108,241116,chr1,0,9.61873738958697,9.82513657882159e-36
ENSMUSG00000057354,15.6903349326324,2.54162621066162,0.967050790399012,2.6282241180041,0.00858319456495039,0.0285417072280278,NA,NA,chr5,0,4.21910658836417,0.000018411956817297
ENSMUSG00000031622,8494.72247914182,2.53855294601002,0.170300077691669,14.9063522484476,2.99683357021681e-50,6.22241627166484e-48,Sin3b,20467,chr8,0,1.23292882244303,0.00000000000191119064710077
ENSMUSG00000027452,1173.54102489265,2.53682859010242,0.381977892113903,6.64129689826645,0.0000000000310934991010206,0.000000000555412842663218,Acss1,68738,chr2,0,-0.0145188774659242,0.976538339770955
ENSMUSG00000031760,381.493310043895,2.53371472856414,0.286463961476255,8.84479400308149,9.16973135021327e-19,3.34724774061334e-17,Mt3,17751,chr8,1,-0.955316091506418,0.00469885659775999
ENSMUSG00000026482,3579.39049316188,2.53366446444703,0.188299244884553,13.4555211095001,2.85717891855385e-41,3.94290690760431e-39,Rgl1,19731,chr1,0,1.91233076766782,2.66943013702721e-23
ENSMUSG00000030303,147.025907561088,2.53343176715207,0.412030079782466,6.14865732251783,0.000000000781415965378313,0.000000011589125903304,Far2,330450,chr6,0,1.13913946440806,0.0122293004870491
ENSMUSG00000078909,29.9653254232154,2.53309624236044,0.591051095468433,4.28574832494449,0.0000182125080148227,0.000126668213728147,NA,NA,chr1,0,1.29859795376469,0.0578483780548583
ENSMUSG00000044641,927.813367799434,2.53145972409382,0.2225465461525,11.3749674747103,5.57236274350776e-30,4.23200381245193e-28,Pard6b,58220,chr2,0,-0.316733127870823,0.222695186304251
ENSMUSG00000041710,32.7227529738949,2.52642249875199,0.575028561853028,4.39356001832431,0.0000111509385325024,0.0000811472800217343,Trpc5,22067,chrX,0,-2.0605404670214,0.0289655776104387
ENSMUSG00000067872,942.43663132674,2.5234049694897,0.418661720758478,6.02731237266716,0.00000000166708607340831,0.0000000235809325083606,Ccdc87,399599,chr19,0,8.61457603901602,8.59856885317383e-107
